home_team,away_team,home_score,home_penalties,away_score,away_penalties,attendance,venue,stage,match_date,host_country,wc_year,home_goal_scorers,away_goal_scorers,home_og_scored,away_og_scored,match_id,total_goals,scoreline,goal_difference,went_to_penalties,stage_group,decade,venue_name,venue_city,winner,result_type
Denmark,West Germany,2,0,0,0,36000,"Estadio Corregidora, Queretaro",Group stage,1986-06-13,Mexico,1986,"John Eriksen@62,Jesper Olsen@43",,0,0,1986-0590,2,2-0,2,False,Group,1980s,Estadio Corregidora,Queretaro,Denmark,Home win
Algeria,Spain,0,0,3,0,23980,"Tecnologico, Monterrey",Group stage,1986-06-12,Mexico,1986,,"Ramón Calderé@15,Ramón Calderé@68,Eloy Olaya@70",0,0,1986-0591,3,0-3,3,False,Group,1980s,Tecnologico,Monterrey,Spain,Away win
Northern Ireland,Brazil,0,0,3,0,51000,"Jalisco, Guadalajara",Group stage,1986-06-12,Mexico,1986,,"Careca@15,Josimar@42,Careca@87",0,0,1986-0592,3,0-3,3,False,Group,1980s,Jalisco,Guadalajara,Brazil,Away win
Paraguay,Belgium,2,0,2,0,16000,"Bombonera - Estadio Nemesio Diez, Toluca",Group stage,1986-06-11,Mexico,1986,"Roberto Cabañas@50,Roberto Cabañas@76","Franky Vercauteren@30,Daniel Veyt@59",0,0,1986-0593,4,2-2,0,False,Group,1980s,Bombonera - Estadio Nemesio Diez,Toluca,Draw,Draw
Iraq,Mexico,0,0,1,0,103763,"Estadio Azteca, Mexico City",Group stage,1986-06-11,Mexico,1986,,Fernando Quirarte@54,0,0,1986-0594,1,0-1,1,False,Group,1980s,Estadio Azteca,Mexico City,Mexico,Away win
England,Poland,3,0,0,0,22700,"Tecnologico, Monterrey",Group stage,1986-06-11,Mexico,1986,"Gary Lineker@9,Gary Lineker@14,Gary Lineker@34",,0,0,1986-0595,3,3-0,3,False,Group,1980s,Tecnologico,Monterrey,England,Home win
Portugal,Morocco,1,0,3,0,28000,"Tres de Marzo, Guadalajara",Group stage,1986-06-11,Mexico,1986,Diamantino Miranda@79,"Abderrazak Khairi@19,Abderrazak Khairi@27,Abdelkrim Merry@62",0,0,1986-0596,4,1-3,2,False,Group,1980s,Tres de Marzo,Guadalajara,Morocco,Away win
Argentina,Bulgaria,2,0,0,0,65000,"Estadio Olï¿½mpico Universitario, Mexico City",Group stage,1986-06-10,Mexico,1986,"Jorge Valdano@3,Jorge Burruchaga@76",,0,0,1986-0597,2,2-0,2,False,Group,1980s,Estadio Olï¿½mpico Universitario,Mexico City,Argentina,Home win
Korea Republic,Italy,2,0,3,0,20000,"Cuauhtemoc, Puebla",Group stage,1986-06-10,Mexico,1986,"Choi Soon-ho@62,Huh Jung-moo@83","Alessandro Altobelli@17,Alessandro Altobelli@73",0,1,1986-0598,5,2-3,1,False,Group,1980s,Cuauhtemoc,Puebla,Italy,Away win
Soviet Union,Canada,2,0,0,0,14200,"Estadio Irapuato, Irapuato",Group stage,1986-06-09,Mexico,1986,"Oleh Blokhin@58,Oleksandr Zavarov@74",,0,0,1986-0599,2,2-0,2,False,Group,1980s,Estadio Irapuato,Irapuato,Soviet Union,Home win
Hungary,France,0,0,3,0,31420,"Nou Camp - Estadio Leï¿½n, Leon",Group stage,1986-06-09,Mexico,1986,,"Yannick Stopyra@29,Jean Tigana@62,Dominique Rocheteau@84",0,0,1986-0600,3,0-3,3,False,Group,1980s,Nou Camp - Estadio Leï¿½n,Leon,France,Away win
West Germany,Scotland,2,0,1,0,30000,"Estadio Corregidora, Queretaro",Group stage,1986-06-08,Mexico,1986,"Rudi Völler@22,Klaus Allofs@50",Gordon Strachan@18,0,0,1986-0601,3,2-1,1,False,Group,1980s,Estadio Corregidora,Queretaro,West Germany,Home win
Iraq,Belgium,1,0,2,0,20000,"Bombonera - Estadio Nemesio Diez, Toluca",Group stage,1986-06-08,Mexico,1986,Ahmed Radhi@59,"Enzo Scifo@16,Nico Claesen@21",0,0,1986-0602,3,1-2,1,False,Group,1980s,Bombonera - Estadio Nemesio Diez,Toluca,Belgium,Away win
Denmark,Uruguay,6,0,1,0,26500,"Neza, Nezahualcoyotl",Group stage,1986-06-08,Mexico,1986,"Preben Elkjær@11,Søren Lerby@41,Michael Laudrup@52,Preben Elkjær@67,Preben Elkjær@80,Jesper Olsen@88",Enzo Francescoli@45,0,0,1986-0603,7,6-1,5,False,Group,1980s,Neza,Nezahualcoyotl,Denmark,Home win
Mexico,Paraguay,1,0,1,0,114600,"Estadio Azteca, Mexico City",Group stage,1986-06-07,Mexico,1986,Luis Flores@3,Julio César Romero@85,0,0,1986-0604,2,1-1,0,False,Group,1980s,Estadio Azteca,Mexico City,Draw,Draw
Northern Ireland,Spain,1,0,2,0,28000,"Tres de Marzo, Guadalajara",Group stage,1986-06-07,Mexico,1986,Colin Clarke@47,"Emilio Butragueño@2,Julio Salinas@18",0,0,1986-0605,3,1-2,1,False,Group,1980s,Tres de Marzo,Guadalajara,Spain,Away win
Poland,Portugal,1,0,0,0,19915,"Estadio Universitario, Monterrey",Group stage,1986-06-07,Mexico,1986,Wodzimierz Smolarek@68,,0,0,1986-0606,1,1-0,1,False,Group,1980s,Estadio Universitario,Monterrey,Poland,Home win
Brazil,Algeria,1,0,0,0,48000,"Jalisco, Guadalajara",Group stage,1986-06-06,Mexico,1986,Careca@66,,0,0,1986-0607,1,1-0,1,False,Group,1980s,Jalisco,Guadalajara,Brazil,Home win
Hungary,Canada,2,0,0,0,13800,"Estadio Irapuato, Irapuato",Group stage,1986-06-06,Mexico,1986,"Márton Esterházy@2,Lajos Détári@75",,0,0,1986-0608,2,2-0,2,False,Group,1980s,Estadio Irapuato,Irapuato,Hungary,Home win
England,Morocco,0,0,0,0,20200,"Tecnologico, Monterrey",Group stage,1986-06-06,Mexico,1986,,,0,0,1986-0609,0,0-0,0,False,Group,1980s,Tecnologico,Monterrey,Draw,Draw
Italy,Argentina,1,0,1,0,32000,"Cuauhtemoc, Puebla",Group stage,1986-06-05,Mexico,1986,Alessandro Altobelli@6,Diego Maradona@34,0,0,1986-0610,2,1-1,0,False,Group,1980s,Cuauhtemoc,Puebla,Draw,Draw
France,Soviet Union,1,0,1,0,36540,"Nou Camp - Estadio Leï¿½n, Leon",Group stage,1986-06-05,Mexico,1986,Luis Fernández@62,Vasyl Rats@53,0,0,1986-0611,2,1-1,0,False,Group,1980s,Nou Camp - Estadio Leï¿½n,Leon,Draw,Draw
Korea Republic,Bulgaria,1,0,1,0,45000,"Estadio Olï¿½mpico Universitario, Mexico City",Group stage,1986-06-05,Mexico,1986,Kim Jong-boo@70,Plamen Getov@11,0,0,1986-0612,2,1-1,0,False,Group,1980s,Estadio Olï¿½mpico Universitario,Mexico City,Draw,Draw
Paraguay,Iraq,1,0,0,0,24000,"Bombonera - Estadio Nemesio Diez, Toluca",Group stage,1986-06-04,Mexico,1986,Julio César Romero@35,,0,0,1986-0613,1,1-0,1,False,Group,1980s,Bombonera - Estadio Nemesio Diez,Toluca,Paraguay,Home win
Uruguay,West Germany,1,0,1,0,30500,"Estadio Corregidora, Queretaro",Group stage,1986-06-04,Mexico,1986,Antonio Alzamendi@4,Klaus Allofs@84,0,0,1986-0614,2,1-1,0,False,Group,1980s,Estadio Corregidora,Queretaro,Draw,Draw
Scotland,Denmark,0,0,1,0,18000,"Neza, Nezahualcoyotl",Group stage,1986-06-04,Mexico,1986,,Preben Elkjær@57,0,0,1986-0615,1,0-1,1,False,Group,1980s,Neza,Nezahualcoyotl,Denmark,Away win
Belgium,Mexico,1,0,2,0,110000,"Estadio Azteca, Mexico City",Group stage,1986-06-03,Mexico,1986,Erwin Vandenbergh@45,"Fernando Quirarte@23,Hugo Sánchez@39",0,0,1986-0616,3,1-2,1,False,Group,1980s,Estadio Azteca,Mexico City,Mexico,Away win
Algeria,Northern Ireland,1,0,1,0,22000,"Tres de Marzo, Guadalajara",Group stage,1986-06-03,Mexico,1986,Djamel Zidane@59,Norman Whiteside@6,0,0,1986-0617,2,1-1,0,False,Group,1980s,Tres de Marzo,Guadalajara,Draw,Draw
Portugal,England,1,0,0,0,23000,"Tecnologico, Monterrey",Group stage,1986-06-03,Mexico,1986,Carlos Manuel@75,,0,0,1986-0618,1,1-0,1,False,Group,1980s,Tecnologico,Monterrey,Portugal,Home win
Soviet Union,Hungary,6,0,0,0,16500,"Estadio Irapuato, Irapuato",Group stage,1986-06-02,Mexico,1986,"Pavlo Yakovenko@2,Sergei Aleinikov@4,Ivan Yaremchuk@66,Sergey Rodionov@80,Igor Belanov@24",,1,0,1986-0619,6,6-0,6,False,Group,1980s,Estadio Irapuato,Irapuato,Soviet Union,Home win
Argentina,Korea Republic,3,0,1,0,60000,"Estadio Olï¿½mpico Universitario, Mexico City",Group stage,1986-06-02,Mexico,1986,"Jorge Valdano@6,Oscar Ruggeri@18,Jorge Valdano@46",Park Chang-sun@73,0,0,1986-0620,4,3-1,2,False,Group,1980s,Estadio Olï¿½mpico Universitario,Mexico City,Argentina,Home win
Morocco,Poland,0,0,0,0,19900,"Estadio Universitario, Monterrey",Group stage,1986-06-02,Mexico,1986,,,0,0,1986-0621,0,0-0,0,False,Group,1980s,Estadio Universitario,Monterrey,Draw,Draw
Spain,Brazil,0,0,1,0,35748,"Jalisco, Guadalajara",Group stage,1986-06-01,Mexico,1986,,Sócrates@62,0,0,1986-0622,1,0-1,1,False,Group,1980s,Jalisco,Guadalajara,Brazil,Away win
Canada,France,0,0,1,0,65500,"Nou Camp - Estadio Leï¿½n, Leon",Group stage,1986-06-01,Mexico,1986,,Jean-Pierre Papin@79,0,0,1986-0623,1,0-1,1,False,Group,1980s,Nou Camp - Estadio Leï¿½n,Leon,France,Away win
Bulgaria,Italy,1,0,1,0,96000,"Estadio Azteca, Mexico City",Group stage,1986-05-31,Mexico,1986,Nasko Sirakov@85,Alessandro Altobelli@43,0,0,1986-0624,2,1-1,0,False,Group,1980s,Estadio Azteca,Mexico City,Draw,Draw
Austria,Sweden,1,0,0,0,41424,"Jose Amalfitani, Buenos Aires",First round,1978-06-07,Argentina,1978,Hans Krankl@42,,0,0,1978-0625,1,1-0,1,False,Group,1970s,Jose Amalfitani,Buenos Aires,Austria,Home win
Brazil,Spain,0,0,0,0,34771,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",First round,1978-06-07,Argentina,1978,,,0,0,1978-0626,0,0-0,0,False,Group,1970s,Estadio Josï¿½ Marï¿½a Minella,Mar Del Plata,Draw,Draw
Netherlands,Peru,0,0,0,0,28125,"San Martin, Mendoza",First round,1978-06-07,Argentina,1978,,,0,0,1978-0627,0,0-0,0,False,Group,1970s,San Martin,Mendoza,Draw,Draw
Scotland,IR Iran,1,0,1,0,7938,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",First round,1978-06-07,Argentina,1978,,Iraj Danaeifard@60,1,0,1978-0628,2,1-1,0,False,Group,1970s,Estadio Olï¿½mpico Chateau Carreras,Cordoba,Draw,Draw
Italy,Hungary,3,0,1,0,26533,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",First round,1978-06-06,Argentina,1978,"Paolo Rossi@34,Roberto Bettega@36,Romeo Benetti@60",András Tóth@81,0,0,1978-0629,4,3-1,2,False,Group,1970s,Estadio Josï¿½ Marï¿½a Minella,Mar Del Plata,Italy,Home win
West Germany,Mexico,6,0,0,0,35258,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",First round,1978-06-06,Argentina,1978,"Dieter Müller@15,Hansi Müller@30,Karl-Heinz Rummenigge@38,Heinz Flohe@44,Karl-Heinz Rummenigge@73,Heinz Flohe@89",,0,0,1978-0630,6,6-0,6,False,Group,1970s,Estadio Olï¿½mpico Chateau Carreras,Cordoba,West Germany,Home win
Poland,Tunisia,1,0,0,0,9624,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",First round,1978-06-06,Argentina,1978,Grzegorz Lato@43,,0,0,1978-0631,1,1-0,1,False,Group,1970s,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario,Poland,Home win
Argentina,France,2,0,1,0,71666,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",First round,1978-06-06,Argentina,1978,"Leopoldo Luque@73,Daniel Passarella@45",Michel Platini@60,0,0,1978-0632,3,2-1,1,False,Group,1970s,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires,Argentina,Home win
Sweden,Brazil,1,0,1,0,32569,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",First round,1978-06-03,Argentina,1978,Thomas Sjöberg@37,José Reinaldo de Lima@45,0,0,1978-0633,2,1-1,0,False,Group,1970s,Estadio Josï¿½ Marï¿½a Minella,Mar Del Plata,Draw,Draw
Austria,Spain,2,0,1,0,40841,"Jose Amalfitani, Buenos Aires",First round,1978-06-03,Argentina,1978,"Walter Schachner@9,Hans Krankl@76",Daniel Ruiz@21,0,0,1978-0634,3,2-1,1,False,Group,1970s,Jose Amalfitani,Buenos Aires,Austria,Home win
Peru,Scotland,3,0,1,0,37927,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",First round,1978-06-03,Argentina,1978,"César Cueto@43,Teófilo Cubillas@71,Teófilo Cubillas@77",Joe Jordan@14,0,0,1978-0635,4,3-1,2,False,Group,1970s,Estadio Olï¿½mpico Chateau Carreras,Cordoba,Peru,Home win
Netherlands,IR Iran,3,0,0,0,33431,"San Martin, Mendoza",First round,1978-06-03,Argentina,1978,"Rob Rensenbrink@62,Rob Rensenbrink@40,Rob Rensenbrink@79",,0,0,1978-0636,3,3-0,3,False,Group,1970s,San Martin,Mendoza,Netherlands,Home win
Italy,France,2,0,1,0,42373,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",First round,1978-06-02,Argentina,1978,"Paolo Rossi@29,Renato Zaccarelli@54",Bernard Lacombe@1,0,0,1978-0637,3,2-1,1,False,Group,1970s,Estadio Josï¿½ Marï¿½a Minella,Mar Del Plata,Italy,Home win
Tunisia,Mexico,3,0,1,0,17396,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",First round,1978-06-02,Argentina,1978,"Ali Kaabi@55,Néjib Ghommidh@79,Mokhtar Dhouieb@87",Arturo Vázquez Ayala@45,0,0,1978-0638,4,3-1,2,False,Group,1970s,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario,Tunisia,Home win
Argentina,Hungary,2,0,1,0,71615,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",First round,1978-06-02,Argentina,1978,"Leopoldo Luque@15,Daniel Bertoni@83",Károly Csapó@10,0,0,1978-0639,3,2-1,1,False,Group,1970s,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires,Argentina,Home win
West Germany,Poland,0,0,0,0,67579,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",First round,1978-06-01,Argentina,1978,,,0,0,1978-0640,0,0-0,0,False,Group,1970s,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires,Draw,Draw
Netherlands,West Germany,1,0,2,0,78200,"Olympiastadion, Munich",Final,1974-07-07,Germany,1974,Johan Neeskens@2,"Gerd Müller@43,Paul Breitner@25",0,0,1974-0641,3,1-2,1,False,Final,1970s,Olympiastadion,Munich,West Germany,Away win
Brazil,Poland,0,0,1,0,77100,"Olympiastadion, Munich",Third-place match,1974-07-06,Germany,1974,,Grzegorz Lato@76,0,0,1974-0642,1,0-1,1,False,Placement,1970s,Olympiastadion,Munich,Poland,Away win
Poland,West Germany,0,0,1,0,62000,"Waldstadion, Frankfurt/Main",Second round,1974-07-03,Germany,1974,,Gerd Müller@76,0,0,1974-0643,1,0-1,1,False,Knockout,1970s,Waldstadion,Frankfurt/Main,West Germany,Away win
Netherlands,Brazil,2,0,0,0,53700,"Westfalenstadion, Dortmund",Second round,1974-07-03,Germany,1974,"Johan Neeskens@50,Johan Cruyff@65",,0,0,1974-0644,2,2-0,2,False,Knockout,1970s,Westfalenstadion,Dortmund,Netherlands,Home win
Argentina,Germany DR,1,0,1,0,54254,"Parkstadion, Gelsenkirchen",Second round,1974-07-03,Germany,1974,René Houseman@20,Joachim Streich@14,0,0,1974-0645,2,1-1,0,False,Knockout,1970s,Parkstadion,Gelsenkirchen,Draw,Draw
Sweden,Yugoslavia,2,0,1,0,41300,"Rheinstadion, Dï¿½Sseldorf",Second round,1974-07-03,Germany,1974,"Ralf Edström@29,Conny Torstensson@85",Ivica Šurjak@27,0,0,1974-0646,3,2-1,1,False,Knockout,1970s,Rheinstadion,Dï¿½Sseldorf,Sweden,Home win
Poland,Yugoslavia,2,0,1,0,58000,"Waldstadion, Frankfurt/Main",Second round,1974-06-30,Germany,1974,"Grzegorz Lato@62,Kazimierz Deyna@24",Stanislav Karasi@43,0,0,1974-0647,3,2-1,1,False,Knockout,1970s,Waldstadion,Frankfurt/Main,Poland,Home win
Argentina,Brazil,1,0,2,0,39400,"Niedersachsenstadion, Hanover",Second round,1974-06-30,Germany,1974,Miguel Ángel Brindisi@35,"Rivellino@32,Jairzinho@49",0,0,1974-0648,3,1-2,1,False,Knockout,1970s,Niedersachsenstadion,Hanover,Brazil,Away win
Germany DR,Netherlands,0,0,2,0,68348,"Parkstadion, Gelsenkirchen",Second round,1974-06-30,Germany,1974,,"Johan Neeskens@7,Rob Rensenbrink@59",0,0,1974-0649,2,0-2,2,False,Knockout,1970s,Parkstadion,Gelsenkirchen,Netherlands,Away win
West Germany,Sweden,4,0,2,0,67800,"Rheinstadion, Dï¿½Sseldorf",Second round,1974-06-30,Germany,1974,"Wolfgang Overath@51,Rainer Bonhof@52,Jürgen Grabowski@76,Uli Hoeneß@89","Ralf Edström@24,Roland Sandberg@53",0,0,1974-0650,6,4-2,2,False,Knockout,1970s,Rheinstadion,Dï¿½Sseldorf,West Germany,Home win
Yugoslavia,West Germany,0,0,2,0,67385,"Rheinstadion, Dï¿½Sseldorf",Second round,1974-06-26,Germany,1974,,"Paul Breitner@39,Gerd Müller@82",0,0,1974-0651,2,0-2,2,False,Knockout,1970s,Rheinstadion,Dï¿½Sseldorf,West Germany,Away win
Brazil,Germany DR,1,0,0,0,59863,"Niedersachsenstadion, Hanover",Second round,1974-06-26,Germany,1974,Rivellino@60,,0,0,1974-0652,1,1-0,1,False,Knockout,1970s,Niedersachsenstadion,Hanover,Brazil,Home win
Sweden,Poland,0,0,1,0,44955,"Neckarstadion, Stuttgart",Second round,1974-06-26,Germany,1974,,Grzegorz Lato@43,0,0,1974-0653,1,0-1,1,False,Knockout,1970s,Neckarstadion,Stuttgart,Poland,Away win
Netherlands,Argentina,4,0,0,0,56548,"Parkstadion, Gelsenkirchen",Second round,1974-06-26,Germany,1974,"Johan Cruyff@10,Ruud Krol@25,Johnny Rep@73,Johan Cruyff@90",,0,0,1974-0654,4,4-0,4,False,Knockout,1970s,Parkstadion,Gelsenkirchen,Netherlands,Home win
Bulgaria,Netherlands,1,0,4,0,53300,"Westfalenstadion, Dortmund",First round,1974-06-23,Germany,1974,,"Johnny Rep@71,Theo de Jong@88,Johan Neeskens@5,Johan Neeskens@45",1,0,1974-0655,5,1-4,3,False,Group,1970s,Westfalenstadion,Dortmund,Netherlands,Away win
Poland,Italy,2,0,1,0,70100,"Neckarstadion, Stuttgart",First round,1974-06-23,Germany,1974,"Andrzej Szarmach@38,Kazimierz Deyna@44",Fabio Capello@85,0,0,1974-0656,3,2-1,1,False,Group,1970s,Neckarstadion,Stuttgart,Poland,Home win
Sweden,Uruguay,3,0,0,0,28300,"Rheinstadion, Dï¿½Sseldorf",First round,1974-06-23,Germany,1974,"Ralf Edström@46,Roland Sandberg@74,Ralf Edström@77",,0,0,1974-0657,3,3-0,3,False,Group,1970s,Rheinstadion,Dï¿½Sseldorf,Sweden,Home win
Argentina,Haiti,4,0,1,0,25900,"Olympiastadion, Munich",First round,1974-06-23,Germany,1974,"Héctor Yazalde@15,René Houseman@18,Rubén Ayala@55,Héctor Yazalde@68",Emmanuel Sanon@63,0,0,1974-0658,5,4-1,3,False,Group,1970s,Olympiastadion,Munich,Argentina,Home win
Scotland,Yugoslavia,1,0,1,0,56000,"Waldstadion, Frankfurt/Main",First round,1974-06-22,Germany,1974,Joe Jordan@88,Stanislav Karasi@81,0,0,1974-0659,2,1-1,0,False,Group,1970s,Waldstadion,Frankfurt/Main,Draw,Draw
Australia,Chile,0,0,0,0,17400,"Olympiastadion, Berlin West",First round,1974-06-22,Germany,1974,,,0,0,1974-0660,0,0-0,0,False,Group,1970s,Olympiastadion,Berlin West,Draw,Draw
Zaire,Brazil,0,0,3,0,36200,"Parkstadion, Gelsenkirchen",First round,1974-06-22,Germany,1974,,"Jairzinho@12,Rivellino@66,Valdomiro Vaz Franco@79",0,0,1974-0661,3,0-3,3,False,Group,1970s,Parkstadion,Gelsenkirchen,Brazil,Away win
Germany DR,West Germany,1,0,0,0,60200,"Volksparkstadion, Hamburg",First round,1974-06-22,Germany,1974,Jürgen Sparwasser@77,,0,0,1974-0662,1,1-0,1,False,Group,1970s,Volksparkstadion,Hamburg,Germany DR,Home win
Haiti,Poland,0,0,7,0,25300,"Olympiastadion, Munich",First round,1974-06-19,Germany,1974,,"Grzegorz Lato@17,Kazimierz Deyna@18,Andrzej Szarmach@30,Jerzy Gorgo@31,Andrzej Szarmach@34,Andrzej Szarmach@50,Grzegorz Lato@87",0,0,1974-0663,7,0-7,7,False,Group,1970s,Olympiastadion,Munich,Poland,Away win
Bulgaria,Uruguay,1,0,1,0,13400,"Niedersachsenstadion, Hanover",First round,1974-06-19,Germany,1974,Hristo Bonev@75,Ricardo Pavoni@87,0,0,1974-0664,2,1-1,0,False,Group,1970s,Niedersachsenstadion,Hanover,Draw,Draw
Netherlands,Sweden,0,0,0,0,53700,"Westfalenstadion, Dortmund",First round,1974-06-19,Germany,1974,,,0,0,1974-0665,0,0-0,0,False,Group,1970s,Westfalenstadion,Dortmund,Draw,Draw
Argentina,Italy,1,0,1,0,70100,"Neckarstadion, Stuttgart",First round,1974-06-19,Germany,1974,René Houseman@19,,0,1,1974-0666,2,1-1,0,False,Group,1970s,Neckarstadion,Stuttgart,Draw,Draw
Australia,West Germany,0,0,3,0,53300,"Volksparkstadion, Hamburg",First round,1974-06-18,Germany,1974,,"Wolfgang Overath@12,Bernhard Cullmann@34,Gerd Müller@53",0,0,1974-0667,3,0-3,3,False,Group,1970s,Volksparkstadion,Hamburg,West Germany,Away win
Italy,Republic of Ireland,1,0,0,0,73303,"Stadio Olimpico, Rome",Quarter-finals,1990-06-30,Italy,1990,Salvatore Schillaci@38,,0,0,1990-0668,1,1-0,1,False,Knockout,1990s,Stadio Olimpico,Rome,Italy,Home win
Spain,Yugoslavia,1,0,2,0,35500,"Marc Antonio Bentegodi, Verona",Round of 16,1990-06-26,Italy,1990,Julio Salinas@84,"Dragan Stojkovi@78,Dragan Stojkovi@93",0,0,1990-0669,3,1-2,1,False,Knockout,1990s,Marc Antonio Bentegodi,Verona,Yugoslavia,Away win
England,Belgium,1,0,0,0,34520,"Renato Dall Ara, Bologna",Round of 16,1990-06-26,Italy,1990,David Platt@119,,0,0,1990-0670,1,1-0,1,False,Knockout,1990s,Renato Dall Ara,Bologna,England,Home win
Republic of Ireland,Romania,0,5,0,4,31818,"Luigi Ferraris, Genoa",Round of 16,1990-06-25,Italy,1990,,,0,0,1990-0671,0,0-0,0,True,Knockout,1990s,Luigi Ferraris,Genoa,Republic of Ireland,Home win on penalties
England,France,3,0,1,0,44172,"San Mames, Bilbao",First group stage,1982-06-16,Spain,1982,"Bryan Robson@1,Bryan Robson@67,Paul Mariner@83",Gérard Soler@24,0,0,1982-0672,4,3-1,2,False,Group,1980s,San Mames,Bilbao,England,Home win
West Germany,Algeria,1,0,2,0,42000,"El Molinon, Gijon",First group stage,1982-06-16,Spain,1982,Karl-Heinz Rummenigge@67,"Rabah Madjer@54,Lakhdar Belloumi@68",0,0,1982-0673,3,1-2,1,False,Group,1980s,El Molinon,Gijon,Algeria,Away win
Spain,Honduras,1,0,1,0,49562,"Luis Casanova, Valencia",First group stage,1982-06-16,Spain,1982,Roberto López Ufarte@65,Héctor Zelaya@7,0,0,1982-0674,2,1-1,0,False,Group,1980s,Luis Casanova,Valencia,Draw,Draw
Peru,Cameroon,0,0,0,0,11000,"Riazor, La Coruï¿½A",First group stage,1982-06-15,Spain,1982,,,0,0,1982-0675,0,0-0,0,False,Group,1980s,Riazor,La Coruï¿½A,Draw,Draw
Hungary,El Salvador,10,0,1,0,23000,"Nuevo Estadio, Elche",First group stage,1982-06-15,Spain,1982,"Tibor Nyilasi@4,Gábor Pölöskei@11,László Fazekas@23,József Tóth@50,László Fazekas@54,László Kiss@69,Lázár Szentes@70,László Kiss@72,László Kiss@76,Tibor Nyilasi@83",Luis Ramírez Zapata@64,0,0,1982-0676,11,10-1,9,False,Group,1980s,Nuevo Estadio,Elche,Hungary,Home win
Scotland,New Zealand,5,0,2,0,36000,"La Rosaleda, Malaga",First group stage,1982-06-15,Spain,1982,"Kenny Dalglish@18,John Wark@29,John Wark@32,John Robertson@73,Steve Archibald@79","Steve Sumner@54,Steve Wooddin@64",0,0,1982-0677,7,5-2,3,False,Group,1980s,La Rosaleda,Malaga,Scotland,Home win
Italy,Poland,0,0,0,0,33000,"Estadio Municipal de Balaï¿½dos, Vigo",First group stage,1982-06-14,Spain,1982,,,0,0,1982-0678,0,0-0,0,False,Group,1980s,Estadio Municipal de Balaï¿½dos,Vigo,Draw,Draw
Brazil,Soviet Union,2,0,1,0,68000,"Ramon Sanchez Pizjuan, Seville",First group stage,1982-06-14,Spain,1982,"Sócrates@75,Éder Aleixo de Assis@88",Andriy Bal@34,0,0,1982-0679,3,2-1,1,False,Group,1980s,Ramon Sanchez Pizjuan,Seville,Brazil,Home win
Argentina,Belgium,0,0,1,0,95000,"Camp Nou, Barcelona",First group stage,1982-06-13,Spain,1982,,Erwin Vandenbergh@62,0,0,1982-0680,1,0-1,1,False,Group,1980s,Camp Nou,Barcelona,Belgium,Away win
Argentina,Netherlands,3,0,1,0,71483,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",Final,1978-06-25,Argentina,1978,"Mario Kempes@38,Mario Kempes@105,Daniel Bertoni@115",Dick Nanninga@82,0,0,1978-0681,4,3-1,2,False,Final,1970s,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires,Argentina,Home win
Brazil,Italy,2,0,1,0,69659,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",Third-place match,1978-06-24,Argentina,1978,"Nelinho@64,Dirceu@72",Franco Causio@38,0,0,1978-0682,3,2-1,1,False,Placement,1970s,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires,Brazil,Home win
Netherlands,Italy,2,0,1,0,67433,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",Second round,1978-06-21,Argentina,1978,"Ernie Brandts@50,Arie Haan@75",,0,1,1978-0683,3,2-1,1,False,Knockout,1970s,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires,Netherlands,Home win
